Price,Property Type,Bedrooms,Bathrooms,Size,Postcode,Area,Price_Category,Area_Avg_Price
485000,Apartment,1,1,527,E14,Eastern,Low,1001684.392
485000,Apartment,1,1,453,E14,Eastern,Low,1001684.392
485000,Flat,1,1,534,SW6,South Western,Low,1516724.373
485000,Apartment,2,1,657,W14,Western and Paddington,Low,1706839.339
485000,Flat,2,1,994,W5,Western and Paddington,Low,1706839.339
485000,Apartment,1,1,494,W2,Western and Paddington,Low,1706839.339
485000,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
485000,Terraced,3,1,963,E6,Eastern,Low,1001684.392
485000,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
485000,Flat,1,1,887.4982689,SW6,South Western,Low,1516724.373
485000,Flat,2,2,737,NW9,North Western,Low,1237283.49
485000,Apartment,1,1,934.5690405,NW8,North Western,Low,1237283.49
485000,Flat,2,1,598,N19,Northern,Low,831295.2084
485000,Flat,2,1,887.4982689,W13,Western and Paddington,Low,1706839.339
485000,Flat,4,1,802,SW8,South Western,Low,1516724.373
485000,House,3,1,980,E14,Eastern,Low,1001684.392
485000,Apartment,2,2,830,NW9,North Western,Low,1237283.49
485000,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
485000,Apartment,2,2,804,E16,Eastern,Low,1001684.392
485000,Apartment,2,1,585,NW2,North Western,Low,1237283.49
485000,Flat,2,2,652,E3,Eastern,Low,1001684.392
485000,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
485000,Apartment,1,1,934.5690405,N7,Northern,Low,831295.2084
485000,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
485000,Flat,3,1,702,SE1,South Eastern,Low,692104.7799
485000,Apartment,2,2,759,E14,Eastern,Low,1001684.392
485000,Apartment,1,1,934.5690405,E14,Eastern,Low,1001684.392
485000,Flat,2,2,847,E3,Eastern,Low,1001684.392
485000,Flat,1,1,575,SE11,South Eastern,Low,692104.7799
485000,Flat,2,2,887.4982689,E14,Eastern,Low,1001684.392
485000,Flat,2,1,1143,SE7,South Eastern,Low,692104.7799
485000,Apartment,1,1,577,N15,Northern,Low,831295.2084
485000,Flat,1,1,549,E14,Eastern,Low,1001684.392
485000,Apartment,2,2,934.5690405,E17,Eastern,Low,1001684.392
485000,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
485000,Terraced,3,2,1097,N17,Northern,Low,831295.2084
485000,Apartment,2,2,907,E14,Eastern,Low,1001684.392
485000,Apartment,2,1,934.5690405,E14,Eastern,Low,1001684.392
485000,Flat,2,1,508,NW1,North Western,Low,1237283.49
485000,Apartment,2,2,934.5690405,E8,Eastern,Low,1001684.392
485000,Apartment,2,1,581,TW9,Twickenham,Low,851258.7475
485000,Apartment,1,1,934.5690405,E14,Eastern,Low,1001684.392
485000,Apartment,1,1,475,W4,Western and Paddington,Low,1706839.339
485000,Semi-Detached,3,2,2183.543103,SE18,South Eastern,Low,692104.7799
483000,Apartment,2,2,848,SE26,South Eastern,Low,692104.7799
482500,Apartment,2,2,849,E14,Eastern,Low,1001684.392
482000,Apartment,1,2,934.5690405,E32ND,Eastern,Low,1001684.392
481000,Apartment,1,1,934.5690405,W3,Western and Paddington,Low,1706839.339
480500,Apartment,2,1,874,SE26,South Eastern,Low,692104.7799
480500,Apartment,2,1,491,SW11,South Western,Low,1516724.373
499950,Flat,2,1,390,W2,Western and Paddington,Low,1706839.339
499999,Apartment,2,2,934.5690405,E14,Eastern,Low,1001684.392
499999,Apartment,2,2,700,NW4,North Western,Low,1237283.49
499999,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
499999,Flat,2,2,733,SW2,South Western,Low,1516724.373
499999,Flat,2,1,498,EC1R,Eastern Central,Low,1410220.422
499999,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499999,Flat,1,1,581,E14,Eastern,Low,1001684.392
499999,Apartment,1,1,442,E14,Eastern,Low,1001684.392
499999,Flat,1,1,887.4982689,SW1P,South Western,Low,1516724.373
499999,Apartment,2,1,934.5690405,E14,Eastern,Low,1001684.392
499999,Apartment,1,1,934.5690405,E14,Eastern,Low,1001684.392
499999,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499999,Apartment,1,1,934.5690405,W12,Western and Paddington,Low,1706839.339
499995,Terraced,3,2,2812.630704,SE12,South Eastern,Low,692104.7799
499995,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499995,Apartment,2,2,934.5690405,SE3,South Eastern,Low,692104.7799
499995,Apartment,1,1,934.5690405,SW8,South Western,Low,1516724.373
499995,Flat,2,2,887.4982689,E16,Eastern,Low,1001684.392
499995,Apartment,1,1,934.5690405,E16,Eastern,Low,1001684.392
499995,Semi-Detached,3,1,96,SE18,South Eastern,Low,692104.7799
499995,Apartment,1,1,934.5690405,E14,Eastern,Low,1001684.392
499995,Flat,2,1,667,NW1,North Western,Low,1237283.49
499995,Apartment,2,1,934.5690405,E14,Eastern,Low,1001684.392
495000,Flat,3,1,887.4982689,E14,Eastern,Low,1001684.392
499995,Apartment,2,2,906,E14,Eastern,Low,1001684.392
499995,Apartment,3,1,934.5690405,E8,Eastern,Low,1001684.392
499995,Terraced,3,2,2812.630704,E4,Eastern,Low,1001684.392
499995,Semi-Detached,3,1,2183.543103,E14,Eastern,Low,1001684.392
499995,Apartment,2,1,666,SE15,South Eastern,Low,692104.7799
499995,Terraced,3,2,2812.630704,SE18,South Eastern,Low,692104.7799
499995,Semi-Detached,5,1,2183.543103,E14,Eastern,Low,1001684.392
499995,Apartment,2,2,934.5690405,SE7,South Eastern,Low,692104.7799
499995,Apartment,1,1,934.5690405,E8,Eastern,Low,1001684.392
499995,Semi-Detached,3,1,2183.543103,E4,Eastern,Low,1001684.392
499995,Terraced,3,1,839,E13,Eastern,Low,1001684.392
499950,Terraced,2,1,2812.630704,SW15,South Western,Low,1516724.373
499950,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Apartment,1,1,487,E14,Eastern,Low,1001684.392
499950,Flat,2,1,887.4982689,W7,Western and Paddington,Low,1706839.339
499950,Flat,2,1,564,NW10,North Western,Low,1237283.49
499950,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Apartment,2,2,934.5690405,E14,Eastern,Low,1001684.392
499950,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Apartment,1,1,556,E14,Eastern,Low,1001684.392
499950,Flat,2,1,887.4982689,NW11,North Western,Low,1237283.49
499950,Flat,2,2,887.4982689,E14,Eastern,Low,1001684.392
499950,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Flat,1,1,551,E14,Eastern,Low,1001684.392
499950,Flat,2,1,887.4982689,NW6,North Western,Low,1237283.49
499950,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Apartment,1,1,934.5690405,W14,Western and Paddington,Low,1706839.339
499950,Apartment,1,1,438,E14,Eastern,Low,1001684.392
499950,Apartment,2,1,624,SW15,South Western,Low,1516724.373
499950,Apartment,2,1,550,SW9,South Western,Low,1516724.373
499950,Flat,3,1,801,E14,Eastern,Low,1001684.392
499950,Apartment,2,1,733,NW2,North Western,Low,1237283.49
499950,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Flat,3,1,887.4982689,TW11,Twickenham,Low,851258.7475
499950,Terraced,2,1,2812.630704,E14,Eastern,Low,1001684.392
499950,Flat,1,1,407,W6,Western and Paddington,Low,1706839.339
499950,Flat,1,1,341,E14,Eastern,Low,1001684.392
499950,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Terraced,2,1,2812.630704,NW10,North Western,Low,1237283.49
499950,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Apartment,2,2,680,NW6,North Western,Low,1237283.49
499950,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Flat,3,1,802,W5,Western and Paddington,Low,1706839.339
499950,Terraced,3,1,2812.630704,N17,Northern,Low,831295.2084
499950,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Terraced,3,1,2812.630704,E16,Eastern,Low,1001684.392
499950,Semi-Detached,4,2,2183.543103,N9,Northern,Low,831295.2084
499950,Apartment,2,1,915,E14,Eastern,Low,1001684.392
499950,Apartment,1,1,934.5690405,NW11,North Western,Low,1237283.49
499950,Terraced,3,1,2812.630704,E14,Eastern,Low,1001684.392
499950,Apartment,1,1,550,SW11,South Western,Low,1516724.373
499950,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Apartment,2,1,934.5690405,NW6,North Western,Low,1237283.49
499950,Terraced,4,2,2812.630704,SE15,South Eastern,Low,692104.7799
499950,Apartment,2,1,934.5690405,SW19,South Western,Low,1516724.373
499950,Flat,3,1,887.4982689,SW11,South Western,Low,1516724.373
499950,Flat,2,1,887.4982689,N3,Northern,Low,831295.2084
499950,Apartment,1,1,492,W5,Western and Paddington,Low,1706839.339
499950,Flat,2,1,887.4982689,SE16,South Eastern,Low,692104.7799
499950,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Apartment,3,1,932,E14,Eastern,Low,1001684.392
499950,Apartment,2,2,934.5690405,NW11,North Western,Low,1237283.49
499950,Flat,1,1,887.4982689,SE5,South Eastern,Low,692104.7799
499950,Flat,2,1,604,E14,Eastern,Low,1001684.392
499950,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Apartment,2,2,934.5690405,E14,Eastern,Low,1001684.392
499950,Apartment,2,1,934.5690405,TW1,Twickenham,Low,851258.7475
499950,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Apartment,2,1,692,SE10,South Eastern,Low,692104.7799
499950,Terraced,3,1,2812.630704,E14,Eastern,Low,1001684.392
499950,Apartment,1,1,934.5690405,NW3,North Western,Low,1237283.49
499950,Apartment,2,2,727,SE5,South Eastern,Low,692104.7799
499950,Flat,3,2,887.4982689,E14,Eastern,Low,1001684.392
499950,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Apartment,1,1,934.5690405,E14,Eastern,Low,1001684.392
499950,Apartment,1,1,601,N5,Northern,Low,831295.2084
499950,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Apartment,1,1,439,E8,Eastern,Low,1001684.392
499950,Flat,1,1,495,SW5,South Western,Low,1516724.373
499950,Apartment,1,1,453,NW3,North Western,Low,1237283.49
499950,Apartment,3,2,1188,E14,Eastern,Low,1001684.392
499950,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Flat,2,1,887.4982689,NW5,North Western,Low,1237283.49
499950,Flat,1,1,601,N5,Northern,Low,831295.2084
499950,Flat,3,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Apartment,1,1,625,W5,Western and Paddington,Low,1706839.339
499950,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Apartment,2,1,934.5690405,NW1,North Western,Low,1237283.49
499950,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Apartment,3,1,894,NW2,North Western,Low,1237283.49
499950,Apartment,1,1,527,SW11,South Western,Low,1516724.373
499950,Flat,2,1,887.4982689,SE17,South Eastern,Low,692104.7799
499950,Flat,1,1,410,W10,Western and Paddington,Low,1706839.339
499950,Apartment,3,1,815,NW2,North Western,Low,1237283.49
499950,Apartment,2,1,500,N2,Northern,Low,831295.2084
499950,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499950,Flat,2,2,887.4982689,NW2,North Western,Low,1237283.49
499950,Terraced,3,1,2812.630704,E14,Eastern,Low,1001684.392
499950,Apartment,1,1,591,SW10,South Western,Low,1516724.373
495000,Apartment,1,1,468,W11,Western and Paddington,Low,1706839.339
499500,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
499500,Apartment,2,2,491,SW11,South Western,Low,1516724.373
499500,Flat,2,1,767,SW18,South Western,Low,1516724.373
499500,Semi-Detached,3,1,2183.543103,E14,Eastern,Low,1001684.392
499500,Flat,3,1,887.4982689,E14,Eastern,Low,1001684.392
499000,Flat,2,2,887.4982689,FINCHLEY,Eastern,Low,1001684.392
499000,Flat,1,1,534,W10,Western and Paddington,Low,1706839.339
499000,Apartment,2,1,323,EC2Y,Eastern Central,Low,1410220.422
499000,Flat,1,1,469,SE1,South Eastern,Low,692104.7799
499000,Apartment,1,1,543,W2,Western and Paddington,Low,1706839.339
499000,Flat,2,2,887.4982689,NW7,North Western,Low,1237283.49
499000,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
499000,Apartment,1,1,934.5690405,E3,Eastern,Low,1001684.392
499000,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
499000,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499000,Flat,4,1,872,E14,Eastern,Low,1001684.392
499000,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
499000,Flat,2,2,887.4982689,E14,Eastern,Low,1001684.392
499000,Flat,3,2,884,W3,Western and Paddington,Low,1706839.339
499000,Apartment,2,2,934.5690405,N17,Northern,Low,831295.2084
499000,Flat,1,1,1047.5,SW11,South Western,Low,1516724.373
499000,Apartment,1,1,457,N1,Northern,Low,831295.2084
499000,Apartment,1,1,541,N4,Northern,Low,831295.2084
499000,Apartment,1,1,934.5690405,W13,Western and Paddington,Low,1706839.339
499000,Apartment,1,1,535,SE1,South Eastern,Low,692104.7799
499000,Apartment,2,2,782,NW9,North Western,Low,1237283.49
499000,Flat,3,2,887.4982689,E14,Eastern,Low,1001684.392
499000,Flat,2,2,887.4982689,E14,Eastern,Low,1001684.392
499000,Apartment,2,2,831,NW7,North Western,Low,1237283.49
499000,Apartment,2,2,803,NW7,North Western,Low,1237283.49
499000,Terraced,4,2,2812.630704,E14,Eastern,Low,1001684.392
499000,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
499000,Flat,1,1,887.4982689,SW4,South Western,Low,1516724.373
498750,Apartment,1,1,517,W14,Western and Paddington,Low,1706839.339
498000,Apartment,1,1,647,E14,Eastern,Low,1001684.392
498000,Flat,2,1,887.4982689,SE5,South Eastern,Low,692104.7799
498000,Apartment,1,1,934.5690405,NW9,North Western,Low,1237283.49
498000,Apartment,1,1,601,E16,Eastern,Low,1001684.392
498000,Flat,2,2,887.4982689,E14,Eastern,Low,1001684.392
497500,Apartment,1,1,569,SE10,South Eastern,Low,692104.7799
497500,Flat,2,2,887.4982689,SW18,South Western,Low,1516724.373
497500,Flat,1,1,597,SW11,South Western,Low,1516724.373
497500,Flat,1,1,554,W10,Western and Paddington,Low,1706839.339
497500,Apartment,2,2,849,E14,Eastern,Low,1001684.392
497500,Flat,1,1,602,SW11,South Western,Low,1516724.373
497500,Flat,1,1,507,SW10,South Western,Low,1516724.373
497500,Apartment,2,1,691,E14,Eastern,Low,1001684.392
497000,Apartment,2,2,848,SE26,South Eastern,Low,692104.7799
496000,Flat,1,1,713,W3,Western and Paddington,Low,1706839.339
496000,Flat,1,1,621,E16,Eastern,Low,1001684.392
496000,Flat,1,1,566,E16,Eastern,Low,1001684.392
495000,Flat,1,1,545,W10,Western and Paddington,Low,1706839.339
495000,Flat,1,1,695,W6,Western and Paddington,Low,1706839.339
495000,Apartment,2,1,711,SW11,South Western,Low,1516724.373
495000,Flat,1,1,657,SW9,South Western,Low,1516724.373
495000,Flat,1,1,608,EC1R,Eastern Central,Low,1410220.422
495000,Terraced,3,1,2812.630704,E16,Eastern,Low,1001684.392
495000,Apartment,2,1,349,W11,Western and Paddington,Low,1706839.339
495000,Apartment,1,1,541,E14,Eastern,Low,1001684.392
495000,Flat,2,1,734,E10,Eastern,Low,1001684.392
495000,Flat,2,2,576,SW16,South Western,Low,1516724.373
495000,Flat,2,2,887.4982689,E14,Eastern,Low,1001684.392
495000,Flat,1,1,887.4982689,E8,Eastern,Low,1001684.392
495000,Flat,2,1,887.4982689,SW1W,South Western,Low,1516724.373
495000,Apartment,1,1,934.5690405,W14,Western and Paddington,Low,1706839.339
495000,Apartment,2,2,818,E16,Eastern,Low,1001684.392
495000,Apartment,1,1,490,E14,Eastern,Low,1001684.392
495000,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Flat,2,2,887.4982689,E14,Eastern,Low,1001684.392
495000,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Apartment,1,1,577,N15,Northern,Low,831295.2084
495000,Apartment,1,2,934.5690405,SW18,South Western,Low,1516724.373
495000,Apartment,2,2,934.5690405,E14,Eastern,Low,1001684.392
495000,Apartment,1,1,934.5690405,E14,Eastern,Low,1001684.392
495000,Flat,3,2,887.4982689,E14,Eastern,Low,1001684.392
495000,Apartment,2,1,934.5690405,NW11,North Western,Low,1237283.49
495000,Terraced,3,2,2812.630704,E14,Eastern,Low,1001684.392
495000,Apartment,2,1,934.5690405,E14,Eastern,Low,1001684.392
495000,Apartment,2,1,482,W4,Western and Paddington,Low,1706839.339
495000,Flat,2,1,686,E14,Eastern,Low,1001684.392
495000,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Apartment,1,1,457,SW19,South Western,Low,1516724.373
495000,Flat,1,1,442,WC1X,Western Central,Low,1625819.109
495000,Apartment,2,1,934.5690405,E14,Eastern,Low,1001684.392
495000,Flat,1,1,456,NW6,North Western,Low,1237283.49
495000,Flat,2,2,887.4982689,E14,Eastern,Low,1001684.392
495000,Terraced,4,1,2812.630704,N9,Northern,Low,831295.2084
495000,Apartment,2,1,789,TW10,Twickenham,Low,851258.7475
495000,Flat,2,2,706,E14,Eastern,Low,1001684.392
495000,Flat,2,2,887.4982689,E16,Eastern,Low,1001684.392
495000,Apartment,2,1,336,NW1,North Western,Low,1237283.49
495000,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Apartment,2,2,934.5690405,NW2,North Western,Low,1237283.49
495000,Apartment,1,1,338,E14,Eastern,Low,1001684.392
495000,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Flat,1,1,466,W14,Western and Paddington,Low,1706839.339
495000,Terraced,3,1,2812.630704,SE12,South Eastern,Low,692104.7799
495000,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Apartment,1,1,547,E14,Eastern,Low,1001684.392
495000,Apartment,1,1,934.5690405,E14,Eastern,Low,1001684.392
495000,Apartment,2,1,934.5690405,EC1V,Eastern Central,Low,1410220.422
495000,Flat,2,2,887.4982689,E14,Eastern,Low,1001684.392
495000,Apartment,2,2,934.5690405,N1,Northern,Low,831295.2084
495000,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Flat,2,1,887.4982689,SW4,South Western,Low,1516724.373
495000,Apartment,1,1,934.5690405,E14,Eastern,Low,1001684.392
495000,Apartment,1,1,394,W8,Western and Paddington,Low,1706839.339
495000,Apartment,1,1,580,NW3,North Western,Low,1237283.49
495000,Flat,2,2,1141,E14,Eastern,Low,1001684.392
495000,Flat,3,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Apartment,1,1,420,SW10,South Western,Low,1516724.373
495000,Apartment,1,1,560,E14,Eastern,Low,1001684.392
495000,Terraced,3,1,905,N17,Northern,Low,831295.2084
495000,Apartment,1,1,479,SW6,South Western,Low,1516724.373
495000,Apartment,3,2,934.5690405,E14,Eastern,Low,1001684.392
495000,Apartment,2,1,934.5690405,SW3,South Western,Low,1516724.373
495000,Flat,3,2,914,E5,Eastern,Low,1001684.392
495000,Flat,2,1,786,E14,Eastern,Low,1001684.392
495000,Flat,1,1,459,E14,Eastern,Low,1001684.392
495000,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Apartment,2,2,934.5690405,E14,Eastern,Low,1001684.392
495000,Apartment,1,1,577,N15,Northern,Low,831295.2084
495000,Flat,1,1,568,SE10,South Eastern,Low,692104.7799
495000,Flat,1,1,550,E14,Eastern,Low,1001684.392
495000,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Flat,1,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Apartment,2,2,934.5690405,N8,Northern,Low,831295.2084
495000,Flat,2,1,887.4982689,E11,Eastern,Low,1001684.392
495000,Flat,3,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Apartment,3,2,809,E14,Eastern,Low,1001684.392
495000,Apartment,2,1,705,NW8,North Western,Low,1237283.49
495000,Apartment,3,2,800,E7,Eastern,Low,1001684.392
495000,Flat,1,1,400,E14,Eastern,Low,1001684.392
495000,House,1,1,595,TW9,Twickenham,Low,851258.7475
495000,Flat,2,2,887.4982689,E14,Eastern,Low,1001684.392
495000,House,1,1,474,W2,Western and Paddington,Low,1706839.339
495000,Apartment,1,1,434,E14,Eastern,Low,1001684.392
495000,Apartment,2,1,745,NW10,North Western,Low,1237283.49
495000,Terraced,5,2,2812.630704,E14,Eastern,Low,1001684.392
495000,Apartment,2,2,602,NW2,North Western,Low,1237283.49
495000,Apartment,2,2,814,N11,Northern,Low,831295.2084
495000,Apartment,2,1,934.5690405,E14,Eastern,Low,1001684.392
495000,Flat,2,1,771,W5,Western and Paddington,Low,1706839.339
495000,Flat,2,1,887.4982689,E14,Eastern,Low,1001684.392
495000,Flat,3,2,887.4982689,E14,Eastern,Low,1001684.392
495000,Flat,2,2,889,SE18,South Eastern,Low,692104.7799
495000,Apartment,2,1,664,SE8,South Eastern,Low,692104.7799
